Site,SubSite,Species,CaptureDate,IndividualID,Sex,Age,SVLmm,MassG,BdSample,SwabLost,SwabID,BdResult,TargetCopies/swab,HgSampleID,Notes,potential_injury_effect,flagged,reason,dead
JonesPond,1,ANBO,5/17/2020,147352273A,M,,77,37.2,Y,0,2001800016,pos,16370.22,,In amplexus (not swabed) on 5/16/20,0,0,,
JonesPond,1,ANBO,5/9/2019,147352273A,M,,60,33.9,Y,0,1902400142,pos,72906.63,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147352273A,M,,60,33.9,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/2/2018,147352273A,M,,63,32,Y,0,1800200265,neg,0,18ARMI0712,,0,0,,
JonesPond,1,ANBO,5/3/2018,147352273A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/16/2020,147352273A,M,,,,N,,,,,,In amplexus ,0,0,,
JonesPond,1,ANBO,5/4/2018,147352273A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/25/2020,147352273A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/10/2019,147352374A,M,,69,44.9,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/2/2018,147352480A,M,,79,57.5,Y,0,1800200269,neg,0,18ARMI0725,,0,0,,
JonesPond,1,ANBO,5/3/2018,147352480A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147352480A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147352592A,M,,75,45,Y,0,1902400129,pos,1740.56,19ARMI1304,,0,0,,
JonesPond,1,ANBO,5/10/2019,147352592A,M,,75,45,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147352717A,M,,72,44.7,Y,0,1902400123,pos,1459941.87,19ARMI1293,,0,0,,
JonesPond,1,ANBO,5/14/2019,147352717A,M,,72,44.7,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147353155A,M,,92,90.8,Y,0,1902400150,neg,0,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147353155A,M,,92,90.8,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/14/2019,147353155A,M,,92,90.8,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/2/2018,147353231A,M,,78,54.5,Y,0,1800200276,neg,0,18ARMI0701,,0,0,,
JonesPond,1,ANBO,5/9/2019,147353231A,M,,73,54.3,Y,0,1902400141,pos,1251560.56,,,0,0,,
JonesPond,1,ANBO,5/3/2018,147353231A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147353231A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/10/2021,147353270A,M,,90,78.9,Y,0,2100400074,pos,137590.45,,Has LR2,0,0,,
JonesPond,1,ANBO,5/13/2021,147353270A,M,,86,72.7,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/11/2021,147353270A,M,,88,72.3,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/9/2019,147353270A,M,,80,68.4,Y,0,1902400143,pos,1658354.52,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147353270A,M,,80,68.4,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/14/2019,147353270A,M,,80,68.4,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/17/2020,147353270A,M,,87,67.2,Y,0,2001800005,pos,253.03,,,0,0,,
JonesPond,1,ANBO,5/2/2018,147353270A,M,,74,57.2,Y,0,1800200289,neg,0,18ARMI0716,,0,0,,
JonesPond,1,ANBO,5/3/2018,147353270A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147353270A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/18/2020,147353270A,M,,,,N,,,,,,caught on 5/17/20,0,0,,
JonesPond,1,ANBO,5/25/2020,147353270A,M,,,,N,,,,,,caught on 5/17/20,0,0,,
JonesPond,1,ANBO,5/10/2021,147353290A,M,,84,44.1,Y,0,2100400079,pos,107073.09,21ARMI1009,Gave LR2,0,0,,
JonesPond,1,ANBO,5/11/2021,147353290A,M,,74,43.5,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/13/2021,147353290A,M,,69,36.7,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/10/2021,147353361A,M,,83,60.1,Y,0,2100400082,pos,6220.31,21ARMI1078,Gave LR2,0,0,,
JonesPond,1,ANBO,5/13/2021,147353361A,M,,82,59.4,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/11/2021,147353361A,M,,87,58.9,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,8/20/2021,147353361A,M,,,,N,,,,,,Caught during RALU surveys.,0,0,,
JonesPond,1,ANBO,5/11/2021,147353377A,M,,90,67.6,Y,0,2100500338,pos,2415.68,21ARMI1047,Gave LR2,0,0,,
JonesPond,1,ANBO,5/13/2021,147353377A,M,,75,66.5,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/3/2018,147353454A,M,,78,61.9,Y,0,1800200205,neg,0,18ARMI0528,,0,0,,
JonesPond,1,ANBO,5/4/2018,147353454A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147353455A,M,,74,41.1,Y,0,1902400128,pos,110.26,19ARMI1309,,0,0,,
JonesPond,1,ANBO,5/10/2019,147353455A,M,,74,41.1,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/16/2020,147353462A,M,,94,63,Y,0,2001800012,pos,22.46,20ARMI0437,,0,0,,
JonesPond,1,ANBO,5/17/2020,147353462A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/18/2020,147353462A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/9/2019,147353563A,M,,77,43.1,Y,0,1902400149,neg,0,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147353563A,M,,77,43.1,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/3/2018,147353623A,M,,78,58.9,Y,0,1800200196,pos,46.03,18ARMI0563,,0,0,,
JonesPond,1,ANBO,5/4/2018,147353623A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/10/2021,147353685A,M,,87,53,Y,0,2100400081,pos,6427.13,21ARMI1068,Gave LR2,0,0,,
JonesPond,1,ANBO,5/13/2021,147353685A,M,,71,52.2,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/11/2021,147353685A,M,,80,51.6,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/9/2019,147353767A,M,,83,58.8,Y,0,1902400157,neg,0,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147353767A,M,,83,58.8,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/14/2019,147353767A,M,,83,58.8,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/2/2018,147353767A,M,,68,36.7,Y,0,1800200295,neg,0,18ARMI0694,,0,0,,
JonesPond,1,ANBO,5/3/2018,147353767A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147353767A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147354474A,M,,83,66.9,Y,0,1902400163,pos,2996.11,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147354474A,M,,83,66.9,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/14/2019,147354474A,M,,83,66.9,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/2/2018,147354474A,M,,80,57.2,Y,0,1800200274,pos,33.76,18ARMI0730,,0,0,,
JonesPond,1,ANBO,5/3/2018,147354474A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147354474A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147354655A,M,,74,53.7,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/3/2018,147354690A,M,,85,68.3,Y,0,1800200218,pos,2666560.40,18ARMI0593,,0,0,,
JonesPond,1,ANBO,5/4/2018,147354690A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147354751A,M,,81,56.3,Y,0,1902400156,pos,398891.92,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147354751A,M,,81,56.3,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/3/2018,147354751A,M,,72,47.7,Y,0,1800200201,pos,178987.74,18ARMI0521,,0,0,,
JonesPond,1,ANBO,5/4/2018,147354751A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/10/2021,147355097A,M,,75,37.9,Y,0,2100400077,neg,0,21ARMI1013,Gave LR2,0,0,,
JonesPond,1,ANBO,5/13/2021,147355097A,M,,64,35.3,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/11/2021,147355097A,M,,74,34.6,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/10/2021,147355156A,M,,102,83.1,Y,0,2100500335,pos,14.58,21ARMI1079,Gave LR2,0,0,,
JonesPond,1,ANBO,5/11/2021,147355156A,M,,,,N,,,,,,On top of female in pond,0,0,,
JonesPond,1,ANBO,5/13/2021,147355156A,M,,,,N,,,,,,on top of female in pond,0,0,,
JonesPond,1,ANBO,5/2/2018,147355186A,M,,77,61.7,Y,0,1800200296,neg,0,18ARMI0699,,0,0,,
JonesPond,1,ANBO,5/9/2019,147355186A,M,,85,59.1,Y,0,1902400147,pos,2389484.36,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147355186A,M,,85,59.1,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/3/2018,147355186A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147355186A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/2/2018,147355367A,M,,71,42.3,Y,0,1800200271,neg,0,18ARMI0682,,0,0,,
JonesPond,1,ANBO,5/3/2018,147355367A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147355367A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/16/2020,147355494A,M,,106,104.4,Y,0,2001800004,pos,171934.29,20ARMI0561,,0,0,,
JonesPond,1,ANBO,5/17/2020,147355494A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/18/2020,147355494A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/25/2020,147355494A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/2/2018,147355672A,M,,67,36.8,Y,0,1800200272,neg,0,18ARMI0719,,0,0,,
JonesPond,1,ANBO,5/3/2018,147355672A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147355672A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/2/2018,147355697A,M,,86,73,Y,0,1800200285,pos,1359130.88,18ARMI0721,,0,0,,
JonesPond,1,ANBO,5/3/2018,147355697A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147355697A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/2/2018,147355763A,M,,86,75.7,Y,0,1800200279,pos,45.13,18ARMI0683,,0,0,,
JonesPond,1,ANBO,5/9/2019,147355763A,M,,82,73.5,Y,0,1902400145,pos,7128.54,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147355763A,M,,82,73.5,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/14/2019,147355763A,M,,82,73.5,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/3/2018,147355763A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147355763A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147356090A,M,,88,53.4,Y,0,1902400151,pos,172.52,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147356090A,M,,88,53.4,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/14/2019,147356090A,M,,88,53.4,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/13/2021,147356146A,M,,73,52.6,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/11/2021,147356146A,M,,81,52.4,Y,0,2100500334,pos,801.50,,Has LR2,0,0,,
JonesPond,1,ANBO,5/16/2020,147356146A,M,,81,47,Y,0,2001800001,pos,40.55,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147356146A,M,,73,38.8,Y,0,1902400148,pos,33.96,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147356146A,M,,73,38.8,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/14/2019,147356146A,M,,73,38.8,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/17/2020,147356146A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/18/2020,147356146A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/25/2020,147356146A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/2/2018,147356232A,M,,70,42,Y,0,1800200264,neg,0,18ARMI0688,,0,0,,
JonesPond,1,ANBO,5/3/2018,147356232A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147356232A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/2/2018,147356371A,M,,63,29,Y,0,1800200288,neg,0,18ARMI0717,,0,0,,
JonesPond,1,ANBO,5/2/2018,147356556A,F,,73,45.8,Y,0,1800200286,pos,15.64,18ARMI0689,,0,0,,
JonesPond,1,ANBO,5/3/2018,147356556A,F,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147356556A,F,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147356690A,M,,80,49.3,Y,0,1902400132,pos,61.57,19ARMI1399,,0,0,,
JonesPond,1,ANBO,5/10/2019,147356690A,M,,80,49.3,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/14/2019,147356690A,M,,80,49.3,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/3/2018,147356710A,M,,62,24.8,Y,0,1800200203,pos,31.73,18ARMI0619,,0,0,,
JonesPond,1,ANBO,5/4/2018,147356710A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/10/2021,147356764A,M,,95,83.7,Y,0,2100400061,pos,12.71,,Has LR2 (hard to tell),0,0,,
JonesPond,1,ANBO,5/11/2021,147356764A,M,,92,83.5,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/13/2021,147356764A,M,,86,80.3,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/16/2020,147356764A,M,,94,76.1,Y,0,2001800027,neg,0,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147356764A,M,,83,67.1,Y,0,1902400136,pos,8883.65,19ARMI1412,,0,0,,
JonesPond,1,ANBO,5/10/2019,147356764A,M,,83,67.1,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/17/2020,147356764A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/18/2020,147356764A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/25/2020,147356764A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/4/2018,147357190A,M,,83,61.5,Y,0,1800200206,pos,5303.47,18ARMI0546,,0,0,,
JonesPond,1,ANBO,5/9/2019,147357461A,M,,90,71.2,Y,0,1902400127,pos,49406.28,19ARMI1346,Lesion on right side of drink patch,1,0,,
JonesPond,1,ANBO,5/10/2019,147357461A,M,,90,71.2,N,,,,,,Lesion on right side of drink patch,1,0,,
JonesPond,1,ANBO,5/14/2019,147357461A,M,,90,71.2,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/11/2021,147358471A,M,,72,35.6,Y,0,2100500336,pos,289.77,21ARMI1062,Gave LR2,0,0,,
JonesPond,1,ANBO,5/13/2021,147358471A,M,,73,35.4,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,8/20/2021,147358471A,M,,,,N,,,,,,Caught during RALU surveys. DEAD,0,0,,1
JonesPond,1,ANBO,5/3/2018,147359570A,M,,88,65,Y,0,1800200213,neg,0,18ARMI0580,,0,0,,
JonesPond,1,ANBO,5/4/2018,147359570A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147359752A,M,,83,47.2,Y,0,1902400162,pos,34406.07,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147359752A,M,,83,47.2,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147359752A,M,,74,33.7,Y,0,1800200208,pos,390.55,18ARMI0553,,0,0,,
JonesPond,1,ANBO,5/2/2018,147361130A,M,,73,43.9,Y,0,1800200212,pos,490.71,18ARMI0600,,0,0,,
JonesPond,1,ANBO,5/3/2018,147361130A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147361130A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/16/2020,147361132A,M,,90,59,Y,0,2001800019,pos,1053.36,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147361132A,M,,78,43.2,Y,0,1902400146,pos,9355.85,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147361132A,M,,78,43.2,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/17/2020,147361132A,M,,,,N,,,,,,"In amplexus with unmarked, caught on 5/16/20",0,0,,
JonesPond,1,ANBO,5/18/2020,147361132A,M,,,,N,,,,,,In amplexus with unmarked toad ,0,0,,
JonesPond,1,ANBO,5/10/2021,147361132A,M,,,,N,,,,,,Carcass found near pond,0,0,,
JonesPond,1,ANBO,5/25/2020,147361132A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/3/2018,147361230A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/2/2018,147361274A,M,,88,74.7,Y,0,1800200283,neg,0,18ARMI0685,,0,0,,
JonesPond,1,ANBO,5/3/2018,147361274A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/4/2018,147361274A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,8/16/2021,147361334A,M,,87,78.8,Y,0,2100500239,neg,0,21ARMI1200,Caught during RALU surveys. GIVE LR2,0,0,,
JonesPond,1,ANBO,5/3/2018,147361530A,M,,71,40.2,Y,0,1800200204,pos,4212.41,18ARMI0543,,0,0,,
JonesPond,1,ANBO,5/4/2018,147361530A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147361627A,M,,86,59.6,Y,0,1902400139,pos,558537.51,19ARMI1364,,0,0,,
JonesPond,1,ANBO,5/10/2019,147361627A,M,,86,59.6,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/14/2019,147361627A,M,,86,59.6,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/10/2021,147361632A,M,,94,71,Y,0,2100400076,pos,40.22,21ARMI1064,Gave LR2,0,0,,
JonesPond,1,ANBO,5/11/2021,147361632A,M,,80,65.5,N,,,,,,"Has LR2, cut on left foot",1,0,,
JonesPond,1,ANBO,5/3/2018,147362152A,M,,86,70.3,Y,0,1800200214,pos,149.01,18ARMI0566,,0,0,,
JonesPond,1,ANBO,5/4/2018,147362152A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/11/2021,147362327A,M,,88,71.2,Y,0,2100500333,neg,0,,Has LR2,0,0,,
JonesPond,1,ANBO,5/13/2021,147362327A,M,,83,67.9,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/9/2019,147362327A,M,,81,60.2,Y,0,1902400137,pos,188.63,19ARMI1355,,0,0,,
JonesPond,1,ANBO,5/2/2018,147362465A,F,,82,75.2,Y,0,1800200282,neg,0,18ARMI0681,,0,0,,
JonesPond,1,ANBO,5/3/2018,147362465A,F,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/10/2021,147362771A,M,,78,33,Y,0,2100400083,pos,1491110.66,21ARMI1057,"Gave LR2, sloughing skin",0,0,,
JonesPond,1,ANBO,5/11/2021,147362771A,M,,74,32.9,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/13/2021,147362771A,M,,71,31.8,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/9/2019,147364146A,M,,76,57.2,Y,0,1902400140,pos,824.21,,,0,0,,
JonesPond,1,ANBO,5/10/2019,147364146A,M,,76,57.2,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/14/2019,147364146A,M,,76,57.2,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/3/2018,147364146A,M,,70,45.9,Y,0,1800200217,neg,0,18ARMI0626,,0,0,,
JonesPond,1,ANBO,5/4/2018,147364146A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/3/2018,147364513A,M,,74,46.5,Y,0,1800200200,pos,658.23,18ARMI0583,,0,0,,
JonesPond,1,ANBO,5/4/2018,147364513A,M,,,,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/13/2021,147364685A,M,,86,76.1,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/10/2021,147364685A,M,,98,73.7,Y,0,2100400071,pos,23.59,,Has LR2,0,0,,
JonesPond,1,ANBO,5/11/2021,147364685A,M,,89,67.7,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/16/2020,147364685A,M,,91,62.9,Y,0,2001800021,pos,4967.64,,,0,0,,
JonesPond,1,ANBO,5/9/2019,147364685A,M,,79,51.3,Y,0,1902400135,pos,17923.18,19ARMI1343,,0,0,,
JonesPond,1,ANBO,5/10/2019,147364685A,M,,79,51.3,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/14/2019,147364685A,M,,79,51.3,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/17/2020,147364685A,M,,,,N,,,,,,"In amplexus with # 20, caught on 5/16/20",0,0,,
JonesPond,1,ANBO,5/18/2020,147364685A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/25/2020,147364685A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/13/2021,147364793A,F,,116,147.5,Y,0,2100500329,neg,0,21ARMI1065,Gave LR2,0,0,,
JonesPond,1,ANBO,8/23/2021,147367354A,U,,,,N,,,,,,Caught during RALU surveys.,0,0,,
JonesPond,1,ANBO,5/10/2021,147367515A,M,,105,87.4,Y,0,2100400062,pos,206947.26,,Has LR2,0,0,,
JonesPond,1,ANBO,5/11/2021,147367515A,M,,94,83.1,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/13/2021,147367515A,M,,90,82.6,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/17/2020,147367515A,M,,87,71,Y,0,2001800022,neg,0,20ARMI1797,,0,0,,
JonesPond,1,ANBO,5/18/2020,147367515A,M,,,,N,,,,,,caught on 5/17/20,0,0,,
JonesPond,1,ANBO,5/10/2019,152425280A,F,,98,103.6,Y,0,1902400164,neg,0,19ARMI1421,,0,0,,
JonesPond,1,ANBO,5/10/2021,152426071A,M,,83,57.2,Y,0,2100400054,pos,19450.40,,Has LR2,0,0,,
JonesPond,1,ANBO,5/11/2021,152426071A,M,,83,53.7,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/13/2021,152426071A,M,,75,52.3,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,7/20/2021,152426071A,M,,,,N,,,,,,"Caught during RALU surveys. DEAD, LETHARGIC YESTERDAY. COLLECTED. RED AND BLUE-GREEN SPLOTCHES ON BODY.",0,0,,1
JonesPond,1,ANBO,7/19/2021,152426071A,M,,,,N,,,,,,"Caught during RALU surveys. EMACIATED, LETHARGIC WHEN CAUGHT",1,0,,
JonesPond,1,ANBO,5/17/2020,152428073A,F,,98,103.4,Y,0,2001800002,pos,4552.70,,,0,0,,
JonesPond,1,ANBO,5/10/2021,152432155A,M,,97,86,Y,0,2100400080,pos,151157.18,,"Has LR2, hard to tell, sloughing skin",0,0,,
JonesPond,1,ANBO,5/11/2021,152432155A,M,,91,82.2,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,5/13/2021,152432155A,M,,76,74.4,N,,,,,,Has LR2,0,0,,
JonesPond,1,ANBO,7/21/2021,152432155A,M,,,,N,,,,,,Caught during RALU surveys.,0,0,,
JonesPond,1,ANBO,8/16/2021,152433607A,F,,94,84.3,Y,0,2100500240,neg,0,,Caught during RALU surveys. HAD LR2,0,0,,
JonesPond,1,ANBO,8/16/2021,152435141A,F,,105,136.9,Y,0,2100500247,neg,0,,Caught during RALU surveys. HAD LR2,0,0,,
JonesPond,1,ANBO,7/21/2021,152435141A,F,,,,N,,,,,,Caught during RALU surveys.,0,0,,
JonesPond,1,ANBO,8/20/2021,152435141A,F,,,,N,,,,,,Caught during RALU surveys.,0,0,,
JonesPond,1,ANBO,5/16/2020,152436396A,M,,79,49,Y,0,2001800008,pos,53.91,,,0,0,,
JonesPond,1,ANBO,5/17/2020,152436396A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/18/2020,152436396A,M,,,,N,,,,,,caught on 5/16/20,0,0,,
JonesPond,1,ANBO,5/17/2020,152436574A,F,,94,97.9,Y,0,2001800007,pos,2959.59,,,0,0,,
JonesPond,1,ANBO,5/10/2019,157352717A,M,,72,44.7,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/10/2019,157353231A,M,,73,54.3,N,,,,,,,0,0,,
JonesPond,1,ANBO,5/25/2020,,,,,,,,,,,,too small to tag/ swab,0,0,,
JonesPond,1,ANBO,5/25/2020,,,,,,,,,,,,LR2 toe clipped today,0,0,,
JonesPond,1,ANBO,5/25/2020,,,,,,,,,,,,caught on 5/17/20 (not in amplexus) in amplexus with unmarked toad,0,0,,
JonesPond,1,ANBO,5/25/2020,,,,,,,,,,,,caught on 5/16/20 (not in amplexus) in amplexus with unmarked toad,0,0,,