Site,SubSite,CaptureDate,Species,IndividualID,Sex,MassG,SVLmm,BdSample,SwabLost,SwabID,BdResult,TargetCopies/swab,HgSampleID,Notes,potential_injury_effect,flagged,reason,dead
LostHorse,1,4/28/21,RALU,900111880426316,M,18.4,56,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/30/21,RALU,900111880426047,M,18.6,61,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/19/19,RALU,900111880426654,M,18.8,62,N,,,,,,,0,0,,
LostHorse,1,4/28/21,RALU,900111880426047,M,18.8,60,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/28/21,RALU,900111880426519,M,18.8,61,N,,,,,,Has LR2,0,0,,
LostHorse,1,4/23/19,RALU,900111880426784,M,18.9,60,N,,,,,,,0,0,,
LostHorse,1,4/19/19,RALU,900111880426784,M,19.0,61,N,,,,,,,0,0,,
LostHorse,1,4/19/19,RALU,900111880426947,M,19.1,61,N,,,,,,,0,0,,
LostHorse,1,4/19/19,RALU,900111880425172,M,19.1,65,N,,,,,,,0,0,,
LostHorse,1,4/19/19,RALU,900111880426030,M,19.1,65,N,,,,,,,0,0,,
LostHorse,1,4/19/19,RALU,900111880426484,M,19.5,60,N,,,,,,,0,0,,
LostHorse,1,5/6/21,RALU,900111880425534,M,19.7,60,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/19/19,RALU,900111880426463,M,19.9,64,N,,,,,,,0,0,,
LostHorse,1,4/22/19,RALU,900111880426404,M,20.4,64,N,,,,,,,0,0,,
LostHorse,1,4/22/19,RALU,900111880426476,M,21.2,63,N,,,,,,,0,0,,
LostHorse,1,4/23/19,RALU,900111880425172,M,21.3,64,N,,,,,,,0,0,,
LostHorse,1,5/6/21,RALU,900111880425762,F,22.2,70,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/30/21,RALU,900111880425650,F,22.7,67,N,,,,,21ARMI1035,"Gave RR2, ran out of swabs",0,0,,
LostHorse,1,4/23/19,RALU,900111880426440,M,25.1,65,N,,,,,,,0,0,,
LostHorse,1,4/30/21,RALU,900111880425455,F,26.8,69,N,,,,,,"Has LR2, ran out of swabs",0,0,,
LostHorse,1,4/30/21,RALU,900111880425319,F,27.1,70,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/27/21,RALU,900111880425564,F,27.2,73,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/30/21,RALU,900111880425635,F,28.1,65,N,,,,,,Has RR2,0,0,,
LostHorse,1,5/6/21,RALU,900111880425837,F,28.2,68,N,,,,,,Has LR2,0,0,,
LostHorse,1,5/6/21,RALU,900111880425627,F,28.5,72,N,,,,,,Has RR2 and LR2,0,0,,
LostHorse,1,4/30/21,RALU,900111880425658,F,29.1,70,N,,,,,21ARMI1040,"Gave RR2, ran out of swabs",0,0,,
LostHorse,1,5/5/21,RALU,900111880425839,F,29.2,75,N,,,,,,Has LR2,0,0,,
LostHorse,1,4/30/21,RALU,900111880425646,F,30.1,70,N,,,,,21ARMI1024,"Gave RR2, Needs swab (ran out of swabs)",0,0,,
LostHorse,1,4/28/21,RALU,900111880425803,F,30.4,73,N,,,,,,Has LR2,0,0,,
LostHorse,1,4/30/21,RALU,900111880425318,F,32.1,68,N,,,,,,Has RR2,0,0,,
LostHorse,1,5/6/21,RALU,900111880425320,F,32.8,73,N,,,,,,Has RR2,0,0,,
LostHorse,1,5/5/21,RALU,900111880425759,F,33.5,75,N,,,,,,Has RR2 & LR2,0,0,,
LostHorse,1,5/6/21,RALU,900111880425816,F,34.3,75,N,,,,,,Has LR2,0,0,,
LostHorse,1,4/30/21,RALU,900111880425672,F,34.4,76,N,,,,,,"Has LR2, ran out of swabs",0,0,,
LostHorse,1,4/30/21,RALU,900111880425588,F,34.5,72,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/29/21,RALU,900111880425588,F,35.2,70,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/27/21,RALU,900111880425816,F,35.6,71,N,,,,,,Has LR2,0,0,,
LostHorse,1,4/11/18,RALU,900111880426884,M,,,N,,,,,,,0,0,,
LostHorse,1,4/13/18,RALU,900111880426968,M,,,N,,,,,,,0,0,,
LostHorse,1,4/13/18,RALU,900111880426955,M,,,N,,,,,,,0,0,,
LostHorse,1,4/13/18,RALU,900111880426884,M,,,N,,,,,,,0,0,,
LostHorse,1,4/13/18,RALU,900111880426949,M,,,N,,,,,,,0,0,,
LostHorse,1,4/13/18,RALU,900111880426389,M,,,N,,,,,,,0,0,,
LostHorse,1,4/13/18,RALU,900111880426900,M,,,N,,,,,,,0,0,,
LostHorse,1,4/13/18,RALU,900111880426957,M,,,N,,,,,,,0,0,,
LostHorse,1,4/13/18,RALU,900111880426958,M,,,N,,,,,,,0,0,,
LostHorse,1,4/13/18,RALU,900111880426898,M,,,N,,,,,,,0,0,,
LostHorse,1,4/13/18,RALU,900111880426811,M,,,N,,,,,,,0,0,,
LostHorse,1,4/13/18,RALU,900111880426941,M,,,N,,,,,,,0,0,,
LostHorse,1,4/13/18,RALU,900111880426961,M,,,N,,,,,,,0,0,,
LostHorse,1,4/13/18,RALU,900111880426384,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426577,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426838,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426575,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426397,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426834,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426837,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426384,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426826,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426831,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426563,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426579,M,,,N,,,,,,"Originally indicated as recapture, but no previous record, captured again later so number is probably correct.",0,0,,
LostHorse,1,4/15/18,RALU,900111880426580,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426809,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426569,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426949,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426818,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426832,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426808,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426884,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426811,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426950,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426400,M,,,N,,,,,,,0,0,,
LostHorse,1,4/15/18,RALU,900111880426959,M,,,N,,,,,,Shedding skin,0,0,,
LostHorse,1,4/18/18,RALU,900111880426942,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426949,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426948,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426898,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426886,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426624,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426563,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426941,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426900,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426803,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426811,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426571,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426818,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426397,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426384,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426957,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426627,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426575,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426631,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426569,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426899,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426958,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426568,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426382,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426808,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426822,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426637,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426834,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426836,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426831,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426626,M,,,N,,,,,,east pond,0,0,,
LostHorse,1,4/18/18,RALU,900111880426389,M,,,N,,,,,,east pond,0,0,,
LostHorse,1,4/18/18,RALU,900111880426947,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426896,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426840,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426955,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426945,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426567,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426804,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426386,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426824,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426882,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426566,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426829,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426576,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426894,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426574,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/18/18,RALU,900111880426884,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426564,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426821,M,,,N,,,,,,,0,0,,
LostHorse,1,4/18/18,RALU,900111880426833,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426562,M,,,N,,,,,,east pond,0,0,,
LostHorse,1,4/20/18,RALU,900111880426433,M,,,N,,,,,,east pond; shedding skin,0,0,,
LostHorse,1,4/20/18,RALU,900111880426567,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/20/18,RALU,900111880426815,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/20/18,RALU,900111880426829,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/20/18,RALU,900111880426827,M,,,N,,,,,,100 m W of main breeding area,0,0,,
LostHorse,1,4/20/18,RALU,900111880426624,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426811,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426655,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426579,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426634,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426580,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426621,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426650,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426397,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426637,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426644,M,,,N,,,,,,"No previous capture, so maybe recorded wrong number, or was new. Corrected above.",0,0,,
LostHorse,1,4/20/18,RALU,900111880426636,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426825,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426576,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426563,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426643,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426960,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426882,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426622,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426575,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426802,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426837,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426898,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426631,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426660,M,,,N,,,,,,,0,0,,
LostHorse,1,4/20/18,RALU,900111880426391,M,,,N,,,,,,,0,0,,
LostHorse,1,4/19/19,RALU,900111880426381,M,,,N,,,,,,Part of pair - not captured. Recap from 2018.,0,0,,
LostHorse,1,4/19/19,RALU,900111880426948,M,,,N,,,,,,Part of pair - not captured,0,0,,
LostHorse,1,4/24/20,RALU,900111880425453,,,,N,,,,,,Captured 4/22/20; Sex obstensibly not recorded,0,0,,
LostHorse,1,4/24/20,RALU,900111880425499,,,,N,,,,,,Captured 4/22/20; Sex obstensibly not recorded,0,0,,
LostHorse,1,4/24/20,RALU,900111880425759,,,,N,,,,,,Captured 4/22/20,0,0,,
LostHorse,1,4/24/20,RALU,900111880425459,,,,N,,,,,,Captured 4/22/20,0,0,,
LostHorse,1,4/24/20,RALU,900111880425845,,,,N,,,,,,Captured 4/22/20,0,0,,
LostHorse,1,4/24/20,RALU,900111880425756,,,,N,,,,,,Captured 4/22/20,0,0,,
LostHorse,1,4/24/20,RALU,900111880425451,,,,N,,,,,,Captured 4/22/20,0,0,,
LostHorse,1,4/24/20,RALU,900111880426047,,,,N,,,,,,Captured 4/22/20,0,0,,
LostHorse,1,4/26/20,RALU,900111880425457,,,,N,,,,,,Captured 4/22/20,0,0,,
LostHorse,1,4/26/20,RALU,900111880425860,,,,N,,,,,,Captured 4/24/20,0,0,,
LostHorse,1,4/26/20,RALU,900111880425297,,,,N,,,,,,Captured 4/24/20,0,0,,
LostHorse,1,4/26/20,RALU,900111880425851,,,,N,,,,,,Captured 4/24/20,0,0,,
LostHorse,1,4/26/20,RALU,900111880425458,,,,N,,,,,,Captured 4/24/20,0,0,,
LostHorse,1,4/26/20,RALU,900111880425451,,,,N,,,,,,Captured 4/22/20,0,0,,
LostHorse,1,4/26/20,RALU,900111880425867,,,,N,,,,,,Captured 4/22/20,0,0,,
LostHorse,1,4/26/20,RALU,900111880425756,,,,N,,,,,,Captured 4/22/20,0,0,,
LostHorse,1,4/26/20,RALU,900111880425281,,,,N,,,,,,Captured 4/24/20,0,0,,
LostHorse,1,4/26/20,RALU,900111880425863,,,,N,,,,,,Captured 4/24/20,0,0,,
LostHorse,1,4/28/20,RALU,900111880425858,,,,N,,,,,,Captured 04/26/20,0,0,,
LostHorse,1,4/28/20,RALU,900111880425808,,,,N,,,,,,Captured 04/26/20,0,0,,
LostHorse,1,4/28/20,RALU,900111880425855,,,,N,,,,,,Captured 04/26/20,0,0,,
LostHorse,1,4/28/20,RALU,900111880425856,,,,N,,,,,,Captured 04/26/20,0,0,,
LostHorse,1,4/28/20,RALU,900111880425299,,,,N,,,,,,Captured 04/26/20,0,0,,
LostHorse,1,4/28/20,RALU,900111880425869,,,,N,,,,,,Captured 04/26/20,0,0,,
LostHorse,1,4/28/20,RALU,900111880425284,,,,N,,,,,,Captured 04/26/20,0,0,,
LostHorse,1,4/28/20,RALU,900111880425851,,,,N,,,,,,Captured 04/26/20,0,0,,
LostHorse,1,4/28/20,RALU,900111880426527,,,,N,,,,,,Captured 04/26/20,0,0,,
LostHorse,1,4/28/20,RALU,900111880425458,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,4/28/20,RALU,900111880425296,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,4/28/20,RALU,900111880425297,,,,N,,,,,,Captured 04/24/2020 and 04/26/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425841,,,,N,,,,,,Captured 04/26/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425858,,,,N,,,,,,Captured 04/26/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880426530,,,,N,,,,,,Captured 04/22/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425869,,,,N,,,,,,Captured 04/26/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425857,,,,N,,,,,,Captured 04/26/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425751,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880426538,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880426438,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425862,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425803,,,,N,,,,,,Captured 04/26/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425453,,,,N,,,,,,Captured 04/22/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425835,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880426519,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425850,,,,N,,,,,,Captured 04/26/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425282,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425863,,,,N,,,,,,Captured 04/26/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425851,,,,N,,,,,,Captured 04/26/2020 and 04/28/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425742,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425874,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,4/29/20,RALU,900111880425756,,,,N,,,,,,Captured 04/22/2020 and 04/26/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425843,,,,N,,,,,,Captured 04/29/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880426334,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425744,,,,N,,,,,,Captured 04/29/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880426047,,,,N,,,,,,Captured 04/22/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425810,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425286,,,,N,,,,,,Captured 04/29/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425816,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425452,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425742,,,,N,,,,,,Captured 04/22/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425865,,,,N,,,,,,Captured 04/29/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425837,,,,N,,,,,,Captured 04/26/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425281,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425871,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425282,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425284,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425861,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880426330,,,,N,,,,,,Captured 04/26/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425828,,,,N,,,,,,Captured 04/29/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880425866,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,5/1/20,RALU,900111880426321,,,,N,,,,,,Captured 04/26/2020,0,0,,
LostHorse,1,5/1/20,RALU,,F,,,N,,,,,,Female with eggs rupturing from L side of body cavity. Did not handle. Scanned for tag and toe clip. No tag/clips present. Release,0,0,,
LostHorse,1,5/4/20,RALU,900111880425450,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425862,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425283,,,,N,,,,,,Captured 04/29/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425880,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425846,,,,N,,,,,,Captured 05/01/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425810,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425823,,,,N,,,,,,Captured 04/29/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880426527,,,,N,,,,,,Captured 04/26/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425852,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425837,,,,N,,,,,,Captured 04/26/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425807,,,,N,,,,,,Captured 05/01/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425744,,,,N,,,,,,Captured 04/29/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425452,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425742,,,,N,,,,,,Captured 04/22/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425869,,,,N,,,,,,Captured 04/26/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425747,,,,N,,,,,,Captured 04/24/4040,0,0,,
LostHorse,1,5/4/20,RALU,900111880425842,,,,N,,,,,,Captured 05/01/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880426316,,,,N,,,,,,Captured 05/01/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425828,,,,N,,,,,,Captured 04/29/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425826,,,,N,,,,,,Captured 05/01/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880426334,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425866,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425824,,,,N,,,,,,Captured 04/29/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425863,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425849,,,,N,,,,,,Captured 04/28/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880425759,,,,N,,,,,,Captured 04/22/2020,0,0,,
LostHorse,1,5/4/20,RALU,900111880426644,,,,N,,,,,,Captured 04/24/2020,0,0,,
LostHorse,1,4/22/21,RALU,900111880426054,M,,61,N,,,,,,"Too windy for scale, captured 4/21/2021, Has LR2",0,0,,
LostHorse,1,4/22/21,RALU,900111880426519,M,,62,N,,,,,,"Too windy for scale, captured 4/21/2021, Has LR2",0,0,,
LostHorse,1,4/22/21,RALU,900111880426026,M,,54,N,,,,,,"Too windy for scale, captured 4/21/2021, Has LR2",0,0,,
LostHorse,1,4/30/21,RALU,900111880425547,F,,64,N,,,,,20ARMI1030,"Gave RR2, ran out of swabs",0,0,,
LostHorse,1,4/30/21,RALU,900111880425584,F,,65,N,,,,,,Has LR2 and RR2,0,0,,
LostHorse,1,4/30/21,RALU,900111880425574,M,,53,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/30/21,RALU,900111880425766,M,,59,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/30/21,RALU,900111880425627,F,,71,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/30/21,RALU,900111880425623,F,,66,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/30/21,RALU,900111880425316,M,,52,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/27/21,RALU,900111880425575,,,,N,,,,,,"On top of female in pond, did not capture",0,1,Didnt capture individual,
LostHorse,1,4/27/21,RALU,900111880425172,,,,N,,,,,,"On top of female in pond, did not capture",0,1,Didnt capture individual,